msa_name,msa_code,5-Year Household Growth,1-Year Household Growth,Population,5-Year Population Growth,1-Year Population Growth,Vacancy_Rate,ACS_1_Year_Median_Price,5-Year Price Growth,ACS_1_Year_Median_Rent,5-Year Rent Growth,ACS_1_Year_Rent-Price_Ratio,Total_Units,msa_name_original,Population_Size_Category,msa_code_bls,Jobs,5-Year Job Growth,Income,5-Year Income Growth,Unemployment_Rate,permit_data_for_year,sfh_permits,duplex_unit_permits,small_multifamily_unit_permits,commercial_multifamily_unit_permits,total_unit_permits,percent_sfh,percent_duplex,percent_small_multi,percent_large_multi,Permits_as_Percent_of_Total_Units,housecanary_median_price,housecanary_median_rent,hc_median_rent_upper_bound,housecanary_rentpriceratio,1-Year Price Forecast,1-Year Rent Forecast,state,metro_or_micro_area,median_prop_taxes_by_msa,insurance,1-Year_HH_Growth_Minus_Percent_New_Supply,Median_Prop_Tax_Rate,Normalized Total Employment,5-Year Job Growth x Normalized,RANK_5-Year Household Growth,RANK_5-Year Population Growth,RANK_5-Year Job Growth,RANK_5-Year Job Growth x Normalized,RANK_Income,RANK_5-Year Income Growth,RANK_Unemployment_Rate,RANK_Permits_as_Percent_of_Total_Units,RANK_1-Year_HH_Growth_Minus_Percent_New_Supply,RANK_ACS_1_Year_Rent-Price_Ratio,RANK_housecanary_rentpriceratio,RANK_1-Year Price Forecast,RANK_ACS_1_Year_Median_Price,RANK_insurance,RANK_Median_Prop_Tax_Rate,RANK_Vacancy_Rate
"Portland, ME",38860,0.07206996388930949,0.016837918173549366,552916.0,0.05161894038525912,0.009353915354733183,0.1700718933818305,444600.0,0.6132075471698113,1415.0,0.46328852119958636,0.31826360773729195,281528.0,"Portland-South Portland, ME",4,76750,223300.0,0.032362459546925626,59262.32000000001,0.2325445578819867,2.2,2023.0,1905.0,146.0,218.0,949.0,3072.0,62.01171875,4.752604166666667,7.096354166666667,30.891927083333332,0.010911880878633741,506900.0,2321.0,3744.0,0.004578812389031367,0.06084536597656509,,ME,Metropolitan Statistical Area,4060.0,1741.0,0.005926037294915625,0.009131803868645974,0.0204263486188224,0.066104688086804,252,263,177,242,291,215,362,143,258,102,48,310,54,360,138,35
"Duluth, MN",20260,0.005475753871230644,0.0038395036615134254,280576.0,0.004910370516287316,0.00030660629612463904,0.1683320576648947,232800.0,0.4441687344913151,863.0,0.23994252873563218,0.3707044673539519,142409.0,"Duluth, MN-WI",3,20260,130500.0,-0.04255319148936165,57351.84,0.19342970914127422,4.1,2023.0,538.0,28.0,28.0,276.0,842.0,63.895486935866984,3.32541567695962,3.32541567695962,32.779097387173394,0.005912547662015743,,,,,0.06416575501359634,,MN,Metropolitan Statistical Area,2473.0,2999.0,-0.002073044000502318,0.010622852233676976,0.01133926735407303,-0.04825220150669368,47,97,11,13,258,178,196,234,77,225,353,328,238,187,114,36
"Tyler, TX",46340,0.044793768717625734,-0.0011182520859702374,234667.0,0.05574125977946436,0.013991332114817071,0.1668187082953229,272700.0,0.6203208556149733,1093.0,0.3923566878980892,0.4008067473414008,97561.0,"Tyler, TX",2,46340,117800.0,0.0937790157845868,49504.0,0.16796918131740046,4.1,2023.0,468.0,182.0,272.0,13.0,753.0,62.15139442231076,24.169986719787516,36.12217795484728,1.7264276228419655,0.007718248070437982,259100.0,1664.0,2254.0,0.006422230798919336,0.026939518492569148,0.043445692883895104,TX,Metropolitan Statistical Area,2416.0,4643.0,-0.00883650015640822,0.008859552621928859,0.010095668948229096,0.09467618976519392,174,273,304,264,120,144,194,196,19,280,221,87,180,49,143,37
"Port St. Lucie, FL",38940,0.11309784487726172,0.02587974125569588,494081.0,0.08712996334288267,0.023107251274532947,0.1661148212582075,385700.0,0.6532361765966567,1495.0,0.3541666666666667,0.3876069484054965,231647.0,"Port St. Lucie, FL",3,38940,175800.0,0.1475195822454307,50933.48,0.28839576975691883,4.1,2023.0,5405.0,220.0,226.0,506.0,6137.0,88.07234805279452,3.5848134267557437,3.682581065667264,8.245070881538211,0.02649289651927286,378900.0,2380.0,3015.0,0.006281340723145949,0.004138676366401306,-0.0024875621890547706,FL,Metropolitan Statistical Area,2701.0,4984.0,-0.0006131552635769803,0.007002851957479907,0.015775094738697454,0.23271353857347402,322,328,353,309,144,290,190,29,101,254,205,5,83,16,189,38
"Wenatchee, WA",48300,0.09026111335503338,0.02538434036467644,122265.0,0.0565315451552414,0.009370098241558655,0.1659608498882204,489300.0,0.6053149606299213,1110.0,0.28027681660899656,0.2268546903740037,55019.0,"Wenatchee-East Wenatchee, WA",2,48300,50600.0,0.06751054852320681,47008.0,0.2583168620027283,4.6,2023.0,505.0,8.0,15.0,66.0,586.0,86.17747440273038,1.3651877133105803,2.5597269624573378,11.262798634812286,0.010650866064450462,508500.0,1655.5,2603.0,0.003255653883972468,0.037453447226756476,,WA,Metropolitan Statistical Area,2845.0,2017.0,0.014733474300225978,0.005814428775802166,0.003515368722031276,0.023732447068565598,291,278,253,175,89,250,106,147,346,14,6,162,39,320,249,39
"Monroe, LA",33740,0.026582632032739504,0.023388697883879716,226100.0,0.000978399939790773,-0.0059834433155573925,0.1648043312882223,175700.0,0.12196679438058748,704.0,0.2286212914485166,0.40068298235628913,101217.0,"Monroe, LA",2,33740,76300.0,-0.024296675191815886,57461.04,0.4204072188801482,4.6,2023.0,294.0,42.0,45.0,78.0,417.0,70.50359712230215,10.071942446043163,10.79136690647482,18.705035971223023,0.004119861288123536,,,,,0.01455353437969853,,LA,Metropolitan Statistical Area,792.0,4409.0,0.019268836595756178,0.0045076835515082524,0.006031941874014669,-0.014655613248884763,103,87,25,40,262,352,114,284,364,279,359,24,331,79,313,40
"The Villages, FL",45540,0.22813216195569136,0.04661382464478117,131832.0,0.12914332699522071,0.03531629167157498,0.164034164034164,,,,,,76923.0,"Wildwood-The Villages, FL",2,45540,41100.0,0.2924528301886793,40839.24,-0.022989363687255016,5.2,2023.0,3339.0,0.0,0.0,0.0,3339.0,100.0,0.0,0.0,0.0,0.043407043407043405,373200.0,2082.0,2576.0,0.005578778135048232,0.01467778132879416,0.04427083333333348,FL,Metropolitan Statistical Area,2645.0,4984.0,0.003206781237737766,,0.0025851179460062864,0.07560250596810839,367,359,368,251,30,22,62,3,194,368,123,26,368,20,368,41
"Augusta, GA",12260,0.041993763023099394,0.019841543865464203,612898.0,0.03965775488152205,0.008598374454682041,0.1639866407532501,238300.0,0.5474025974025974,896.0,0.3473684210526316,0.3759966428871171,264985.0,"Augusta-Richmond County, GA-SC",4,12260,247300.0,0.016440608302507265,55837.6,0.2390667189771758,5.3,2023.0,3380.0,14.0,47.0,132.0,3559.0,94.97049733071088,0.3933689238550154,1.3205956729418376,3.708906996347289,0.013430948921637074,240600.0,1512.0,1975.0,0.00628428927680798,0.040120862683429515,0.012072434607645954,GA,Metropolitan Statistical Area,2231.0,2881.0,0.00641059494382713,0.00936214855224507,0.022776455842464478,0.037445878902531156,164,228,143,196,235,225,50,106,267,235,206,189,227,208,135,42
"Fairbanks, AK",21820,-0.0157160127486537,0.014901694146977167,96299.0,-0.037308434385340546,-0.008749446726162905,0.1624427195361451,285700.0,0.10096339113680154,1328.0,0.12256973795435334,0.4648232411620581,42772.0,"Fairbanks-College, AK",1,21820,39000.0,-0.010152284263959421,72548.32,0.24915836974428762,3.5,2023.0,30.0,0.0,0.0,19.0,49.0,61.224489795918366,0.0,0.0,38.775510204081634,0.0011456092770971663,327600.0,1804.0,2491.0,0.005506715506715507,0.036535878696509316,,AK,Metropolitan Statistical Area,3234.0,2064.0,0.01375608486988,0.011319565978298914,0.0023794835639376045,-0.0024157193542513823,13,9,58,80,359,242,296,360,343,343,114,153,162,300,109,43
"Corpus Christi, TX",18580,0.02364630766184914,0.008220346729228238,446235.0,-0.008769766961435683,-0.0002419663801157406,0.1600765532750892,213600.0,0.5127478753541076,991.0,0.19975786924939468,0.4639513108614232,196987.0,"Corpus Christi, TX",3,18580,200700.0,0.041515308770109005,59537.4,0.23471368489162092,4.8,2023.0,1780.0,2.0,2.0,69.0,1851.0,96.16423554835224,0.1080497028633171,0.1080497028633171,3.727714748784441,0.009396559163802687,235900.0,1624.0,1995.0,0.006884272997032641,0.029237997213665823,0.013460015835312866,TX,Metropolitan Statistical Area,2888.0,4643.0,-0.0011762124345744487,0.01352059925093633,0.018213330983226108,0.07561320595008249,91,58,202,252,296,219,93,165,90,342,259,99,269,60,65,44
"Lawton, OK",30020,0.027177037725001105,0.006762175166345174,127314.0,-0.013574450281251453,0.0016443098225876244,0.1599725120711792,158500.0,0.38427947598253276,750.0,0.1942675159235669,0.47318611987381703,55297.0,"Lawton, OK",2,30020,44400.0,-0.017699115044247815,41280.2,0.1653699354081033,3.9,2023.0,121.0,32.0,32.0,0.0,153.0,79.08496732026144,20.91503267973856,20.91503267973856,0.0,0.002766877045771018,135600.0,711.0,1088.0,0.005243362831858407,0.02923821019908379,,OK,Metropolitan Statistical Area,1259.0,7012.0,0.003995298120574156,0.007943217665615142,0.0029082576892570725,-0.005147358742047923,104,41,41,62,32,140,222,319,211,348,98,100,351,4,165,45
"Jacksonville, NC",27340,0.1254655825527396,0.025459954365595124,203686.0,0.057093183174611414,0.01036225737486173,0.1599649832605789,253100.0,0.6339573918657199,1060.0,0.2634088200238379,0.4188067957329119,84531.0,"Jacksonville, NC",2,27340,56100.0,0.11752988047808755,36658.44,0.24445268230683692,4.9,2023.0,1107.0,72.0,72.0,240.0,1419.0,78.01268498942918,5.07399577167019,5.07399577167019,16.913319238900634,0.016786740958938142,260800.0,1528.0,1858.0,0.005858895705521472,0.06603738408264315,-0.035645472061657135,NC,Metropolitan Statistical Area,1253.0,3398.0,0.008673213406656981,0.004950612406163572,0.004053934960782586,0.047645849140671784,335,281,335,215,10,232,79,74,306,307,148,334,202,150,300,46
"Beckley, WV",13220,-0.07039740803018496,-0.011685452048224292,114848.0,-0.0562946285507687,-0.00980299176617666,0.1594882729211087,119900.0,0.22346938775510203,598.0,0.16342412451361868,0.4987489574645538,53935.0,"Beckley, WV",2,13220,45800.0,0.015521064301552201,39054.08,0.15091332597768803,4.1,2023.0,91.0,0.0,0.0,0.0,91.0,100.0,0.0,0.0,0.0,0.0016872160934458143,122900.0,3400.0,4699.0,0.027664768104149716,0.03002317825873746,,WV,Metropolitan Statistical Area,645.0,2354.0,-0.013372668141670105,0.005379482902418682,0.0030453472773028603,0.004726703091157461,1,2,139,111,21,123,178,351,9,358,325,108,366,251,277,47
"Anniston, AL",11500,-0.009002416905031153,0.00898521277796591,116162.0,0.00549655058990539,-0.0022589649989263475,0.1593845806609363,160900.0,0.32101806239737274,596.0,0.11610486891385768,0.3704164077066501,53167.0,"Anniston-Oxford, AL",2,11500,47900.0,0.012684989429175397,37744.72,0.1196877844108164,3.9,2023.0,62.0,2.0,2.0,0.0,64.0,96.875,3.125,3.125,0.0,0.0012037542084375648,171700.0,1299.0,1728.0,0.0075655212580081534,0.02917329105434141,,AL,Metropolitan Statistical Area,559.0,3798.0,0.007781458569528345,0.003474207582349285,0.003250981659371542,0.004123866798357111,20,105,130,109,16,94,218,359,291,222,288,98,346,104,349,48
"Texarkana, TX",45500,-0.007352543655727956,0.0019463038416763678,147453.0,-0.01625202649960971,-0.0032649253731343282,0.1593718523944693,150400.0,0.35617673579801623,700.0,0.1686143572621035,0.4654255319148936,65526.0,"Texarkana, TX-AR",2,45500,59900.0,-0.011551155115511524,59929.48,0.4178210269911178,4.3,2023.0,94.0,112.0,123.0,30.0,247.0,38.05668016194332,45.34412955465587,49.797570850202426,12.145748987854253,0.003769496077892745,,,,,0.03815805453009946,,TX,Metropolitan Statistical Area,1894.0,4643.0,-0.0018231922362163771,0.01259308510638298,0.0044260352711925815,-0.005112581996427062,24,37,52,63,301,351,163,294,81,345,367,172,357,55,82,49
"Kingston, NY",28740,0.03736613935861732,0.015043402533921398,182153.0,0.011236391697061551,0.0016001143724362428,0.1588877508263885,373400.0,0.5322117357406647,1195.0,0.19859578736208625,0.3200321371183717,85916.0,"Kingston, NY",2,28740,61000.0,-0.02400000000000002,51532.52,0.18421461432753783,3.9,2023.0,248.0,4.0,8.0,88.0,344.0,72.09302325581395,1.162790697674419,2.3255813953488373,25.58139534883721,0.00400391079659202,466800.0,2411.0,3293.0,0.0051649528706083974,0.04911817519108452,0.051295073641442146,NY,Metropolitan Statistical Area,5787.0,2349.0,0.011039491737329377,0.01549812533476165,0.004533748518942843,-0.010880996445462834,149,125,27,48,152,165,216,288,331,110,91,252,90,260,36,50
"Sierra Vista, AZ",43420,0.010577705451586655,0.008956315116066533,125504.0,-0.007998988270258307,0.003293575928116906,0.1587645624492007,235200.0,0.6540084388185654,781.0,0.22992125984251968,0.3320578231292517,59056.0,"Sierra Vista-Douglas, AZ",2,43420,35200.0,0.03529411764705892,53615.119999999995,0.4505423390216796,4.3,2023.0,486.0,0.0,0.0,0.0,486.0,100.0,0.0,0.0,0.0,0.00822947710647521,238900.0,1226.0,1637.0,0.005131854332356634,0.031249645314563423,0.0010309278350515427,AZ,Metropolitan Statistical Area,1263.0,3063.0,0.000726838009591323,0.005369897959183674,0.002007383253527609,0.007084882071273933,62,60,185,121,196,355,162,180,130,136,88,115,231,180,278,51
"Charleston, WV",16620,-0.051877757451845474,0.00539732530010498,209649.0,-0.04689403720608827,-0.011965803909740419,0.1583497315782435,135800.0,0.20070733863837312,626.0,0.11985688729874776,0.46097201767304863,104686.0,"Charleston, WV",2,16620,111600.0,0.0229147571035746,57310.76000000001,0.1202671247496978,4.2,2023.0,185.0,0.0,0.0,0.0,185.0,100.0,0.0,0.0,0.0,0.001767189500028657,,,,,0.019423323798679615,,WV,Metropolitan Statistical Area,840.0,2354.0,0.0036301358000763225,0.006185567010309278,0.009488557915454892,0.0217427999895849,2,5,154,170,256,95,171,349,203,339,366,40,363,249,225,52
"Macon, GA",31420,0.029421794705958442,0.01156690547723596,233334.0,0.014645643269004983,0.0013217409216138972,0.1574737976766792,195600.0,0.541371158392435,809.0,0.296474358974359,0.41359918200408996,103903.0,"Macon-Bibb County, GA",2,31420,102400.0,-0.004859086491739606,49921.04,0.09696512637689114,4.8,2023.0,547.0,0.0,0.0,20.0,567.0,96.4726631393298,0.0,0.0,3.527336860670194,0.005457012790776012,177750.0,1327.0,1786.0,0.007465541490857946,0.03415718081724539,-0.018730489073881418,GA,Metropolitan Statistical Area,1543.0,2881.0,0.0061098926864599475,0.007888548057259713,0.00858768347972543,-0.004172829679166921,114,134,77,69,124,69,91,242,260,300,276,140,299,218,166,53
"St. George, UT",41100,0.22460628042378544,0.04519608322335728,183297.0,0.17817543724329432,0.038315782318320085,0.1532115420153647,528100.0,0.6872204472843451,1529.0,0.7257336343115124,0.28952849839045636,75758.0,"St. George, UT",2,41100,87900.0,0.22765363128491622,46296.64,0.24915116311698493,4.0,2023.0,2134.0,10.0,48.0,638.0,2820.0,75.67375886524823,0.3546099290780142,1.702127659574468,22.624113475177303,0.03722379154676734,516300.0,2148.0,2960.0,0.004160371876815804,0.02252879172708422,,UT,Metropolitan Statistical Area,1743.0,2161.0,0.007972291676589943,0.0033005112668055294,0.00716782703210834,0.16317818522816474,366,368,367,288,80,241,205,8,293,66,28,56,36,278,353,54
"Bangor, ME",12620,0.02973418703919286,0.013930459147933515,152640.0,0.0023377373854114683,0.0028184559591619526,0.1521851994834862,228600.0,0.5290969899665552,1000.0,0.43884892086330934,0.4374453193350831,75119.0,"Bangor, ME",2,70750,68800.0,0.0014556040756914523,54788.76000000001,0.37043299559070286,2.6,2023.0,335.0,18.0,26.0,43.0,404.0,82.92079207920793,4.455445544554456,6.435643564356436,10.643564356435643,0.005378133361732718,,,,,0.03481558350842118,,ME,Metropolitan Statistical Area,2243.0,1741.0,0.008552325786200798,0.009811898512685914,0.005297533366626519,0.0007711111159573022,116,91,99,98,214,339,349,245,301,326,363,144,244,361,132,55
"Huntington, WV",26580,-0.03127077423304,0.007875094158734507,375233.0,-0.019232025844831687,-0.0058762594349995095,0.1519007035801338,159700.0,0.2868654311039484,625.0,0.15101289134438306,0.3913587977457733,173541.0,"Huntington-Ashland, WV-KY-OH",3,26580,136200.0,0.00963676797627877,51591.8,0.1757560675009482,5.0,2023.0,228.0,12.0,40.0,22.0,290.0,78.62068965517241,4.137931034482759,13.79310344827586,7.586206896551724,0.0016710748468661584,134700.0,1729.0,2470.0,0.012835931700074238,0.03288393990670935,,WV,Metropolitan Statistical Area,1222.0,2354.0,0.006204019311868349,0.00765184721352536,0.011897417819688023,0.011465265504517793,5,28,119,142,155,156,74,352,262,266,321,134,350,250,174,56
"Hammond, LA",25220,0.02226984327072566,0.00553833436660467,133953.0,0.03960419091967404,0.01102708088035504,0.1516197649684416,218300.0,0.3409090909090909,830.0,0.2134502923976608,0.38021071919377003,57354.0,"Hammond, LA",2,25220,49800.0,0.0641025641025641,33561.32,-0.07152618934587784,5.0,2023.0,726.0,4.0,4.0,483.0,1213.0,59.85160758450124,0.3297609233305853,0.3297609233305853,39.81863149216818,0.021149353140147157,237700.0,1492.0,2022.0,0.0062768195204038705,0.007320561387614832,-0.010194624652455908,LA,Metropolitan Statistical Area,816.0,4409.0,-0.015611018773542488,0.003737975263398992,0.00343703181457654,0.022032255221644485,87,227,245,171,4,14,70,45,8,241,204,10,261,73,342,57
"Deltona, FL",19660,0.12395414691277806,0.022484127563307307,676035.0,0.08395398244277869,0.020166870136161082,0.1512565081884292,355000.0,0.7803410230692076,1324.0,0.45494505494505494,0.37295774647887325,330161.0,"Deltona-Daytona Beach-Ormond Beach, FL",4,19660,225800.0,0.09985387238188026,46995.52,0.2188595781410152,4.1,2023.0,5343.0,296.0,393.0,1346.0,7082.0,75.44478960745552,4.179610279582039,5.549279864445072,19.005930528099405,0.021450140991819144,353100.0,1993.0,2504.0,0.005644293401302747,-0.004375377335990915,-0.014011799410029613,FL,Metropolitan Statistical Area,2103.0,4984.0,0.001033986571488163,0.005923943661971831,0.02067115145461845,0.2064094519335989,333,325,310,306,88,201,185,43,138,229,127,1,108,29,241,58
"Auburn, AL",12220,0.0814323964519169,0.029021606080446356,194324.0,0.10439601034355375,0.013619316373954818,0.1507957949139601,265600.0,0.4537493158182813,789.0,0.22325581395348837,0.29706325301204817,85135.0,"Auburn-Opelika, AL",2,12220,75900.0,0.11290322580645151,37112.4,0.07139640315849527,3.3,2023.0,1359.0,30.0,39.0,5.0,1403.0,96.86386315039202,2.1382751247327154,2.77975766215253,0.3563791874554526,0.016479708697950315,273300.0,1606.0,2033.0,0.005876326381266008,0.04885319077117756,,AL,Metropolitan Statistical Area,972.0,3798.0,0.012541897382496042,0.0036596385542168675,0.0059927734202873005,0.06766034506775978,274,347,331,243,12,56,314,81,340,81,152,250,184,110,345,59
"Shreveport, LA",43340,-0.015376614705051491,0.006781419043117483,391957.0,-0.02964367676657647,-0.007919794677614495,0.1506839452843772,181600.0,0.27349228611500703,778.0,0.2080745341614907,0.42841409691629956,180570.0,"Shreveport-Bossier City, LA",3,43340,176300.0,-0.02218524681087075,47718.32,0.17178501653620715,4.4,2023.0,965.0,8.0,11.0,7.0,983.0,98.16887080366226,0.8138351983723296,1.1190233977619533,0.7121057985757884,0.00544387218253309,165700.0,1215.0,1723.0,0.007332528666264333,0.03039841604573823,0.02303262955854124,LA,Metropolitan Statistical Area,1287.0,4409.0,0.001337546860584393,0.007087004405286344,0.015824055305856663,-0.03510605725092989,14,15,32,18,100,149,133,243,143,319,270,112,324,75,184,60
"Florence, AL",22520,0.01461636174670472,0.015437194558182538,151599.0,0.0311103553817378,0.009778127102330631,0.1506752837849034,194700.0,0.33539094650205764,596.0,0.3333333333333333,0.3061119671289163,72414.0,"Florence-Muscle Shoals, AL",2,22520,59800.0,0.03819444444444442,43077.84,0.11909329154621351,3.6,2023.0,171.0,10.0,30.0,0.0,201.0,85.07462686567165,4.975124378109452,14.92537313432836,0.0,0.0027757063551247,233800.0,1698.0,2098.0,0.007262617621899059,0.04965381943115443,,AL,Metropolitan Statistical Area,646.0,3798.0,0.012661488203057838,0.0033179250128402673,0.00441624315776074,0.016867595394225037,71,196,193,160,50,89,279,318,341,93,267,254,301,108,352,61
"Palm Bay, FL",37340,0.08549750685449976,0.016455325830287196,610723.0,0.07487024426989192,0.01521012412458671,0.1504026674566159,356600.0,0.6113872571170357,1450.0,0.6022099447513812,0.40661805945036456,290314.0,"Palm Bay-Melbourne-Titusville, FL",4,37340,256200.0,0.0986277873070327,57006.04,0.32271959459459465,3.7,2023.0,4891.0,48.0,95.0,1551.0,6537.0,74.8202539391158,0.7342817806333181,1.4532660241701083,23.72648003671409,0.022516998835743367,352300.0,2029.0,2566.0,0.0057592960544990066,0.00019347920860357526,-0.011436740528949274,FL,Metropolitan Statistical Area,1801.0,4984.0,-0.00606167300545617,0.005050476724621424,0.023647953937898418,0.23323453712335512,282,311,308,310,249,314,272,40,28,291,138,2,106,28,294,62
"Cape Girardeau, MO",16020,0.006675712347354139,0.017192684197537635,97622.0,0.005003294350189425,0.0029794928697653394,0.148881495927498,215500.0,0.40941792020928713,699.0,0.22416812609457093,0.32436194895591647,43585.0,"Cape Girardeau, MO-IL",1,16020,46500.0,0.028761061946902755,40299.48,0.09922982000765934,3.9,2023.0,79.0,0.0,0.0,0.0,79.0,100.0,0.0,0.0,0.0,0.0018125501892853047,,,,,0.023965065078708436,,MO,Metropolitan Statistical Area,1245.0,4114.0,0.015380134008252331,0.005777262180974478,0.0031138920713257544,0.008955884275936936,51,98,171,128,25,71,225,346,351,121,347,64,267,92,251,63
"Brownsville, TX",15180,0.08470553573182309,0.01928785664846574,421854.0,0.003933831666273997,0.0030911607070673447,0.1480600622219936,154200.0,0.7826589595375723,688.0,0.25318761384335153,0.4461738002594034,155572.0,"Brownsville-Harlingen, TX",3,15180,165500.0,0.13433858807402332,37432.2,0.3393554869199569,5.6,2023.0,1604.0,138.0,249.0,99.0,1952.0,82.17213114754098,7.069672131147541,12.756147540983608,5.07172131147541,0.012547245005527986,180400.0,1240.0,1611.0,0.006873614190687362,0.03824403196991755,0.01804123711340222,TX,Metropolitan Statistical Area,1680.0,4643.0,0.006740611642937752,0.010894941634241245,0.014766507055217728,0.19837117085830536,279,95,347,303,14,323,37,119,273,335,255,173,355,62,113,64
